position,id_a,id_b,rts_a,rts_b,signed_diff,abs_diff,bucket,pub_year,cluster_cat,balanced_swap
70,534479,537514,0.25000000000000011,0.87499966924154204,-0.62499966924154193,0.62499966924154193,6,2024,fa002240-6caa-45bf-a020-7500e9eaf950,1
71,541265,543744,0.25,0.87499952653109514,-0.62499952653109514,0.62499952653109514,6,2025,d7dcb5dc-a16c-44ef-ada3-e4b8824fd641,1
72,533332,536096,0.25,0.87499922910026129,-0.62499922910026129,0.62499922910026129,6,2024,e550031c-577c-4643-8a9b-76bc2e610972,0
73,538058,539126,0.87499819689831504,0.25000000000114248,0.62499819689717251,0.62499819689717251,6,2024,f40ae524-2644-4d2b-a661-4bdc107ab71c,1
74,137224,135434,0.24999999999999989,0.87499683651268645,-0.62499683651268656,0.62499683651268656,6,2022,00118d9f-6b35-41d4-b3a5-3826847a44ef,0
75,137429,137229,0.25000000000000999,0.87499482185822042,-0.62499482185821043,0.62499482185821043,6,2022,fb583b3e-4b78-4cea-a18f-34afc65f5296,1
76,542172,551104,0.24999999999999989,0.87498905472674604,-0.62498905472674615,0.62498905472674615,6,2025,d7012029-4973-48c5-ac70-650b290341c2,1
77,136641,135376,0.87498775795740302,0.25,0.62498775795740302,0.62498775795740302,6,2022,6f638fbd-b8b1-466d-862a-aa9ad86c1c2b,1
78,549095,550313,0.87498775795740302,0.25,0.62498775795740302,0.62498775795740302,6,2025,134bd5eb-3b79-4d62-8c50-1e889eca41ce,0
79,551656,546769,0.25000000000000011,0.87498775795740302,-0.62498775795740291,0.62498775795740291,6,2025,75d20a88-0652-4373-b934-9ca1b5631802,0
80,135350,132983,0.87498775795740302,0.25000000000008621,0.62498775795731687,0.62498775795731687,6,2023,0d519986-1a23-44d4-8c2d-0775d1353a22,0
81,549045,546769,0.25000000000075012,0.87498775795740302,-0.62498775795665296,0.62498775795665296,6,2025,75d20a88-0652-4373-b934-9ca1b5631802,1
82,541839,546298,0.8749806468323339,0.24999999999999989,0.62498064683233401,0.62498064683233401,6,2025,f994473d-771a-4b76-ae12-317a545e84bd,1
83,133744,135501,0.87497834067432789,0.25,0.62497834067432789,0.62497834067432789,6,2023,f1dd22bb-8c76-4387-9075-e64821936379,0
84,542852,550055,0.25000000000000427,0.87495699179338238,-0.62495699179337816,0.62495699179337816,6,2025,ff532f41-ec85-447b-bb6a-51462f33a0d6,1
85,134803,135957,0.81159192711249317,0.18750000000915121,0.62409192710334194,0.62409192710334194,6,2022,03cc3e50-0bab-4229-92fe-94ea4e303c06,1
86,136130,134421,0.83678091704807789,0.2131547699080848,0.62362614713999309,0.62362614713999309,6,2022,c00b5d91-9bb4-4489-aa6e-37b6196180cd,1
87,133992,132103,0.80646607753773181,0.1835047456395609,0.62296133189817093,0.62296133189817093,6,2023,b392a105-9644-4301-a9ed-6783fe102511,0
88,544399,551368,0.6428949393881086,0.020461522689059802,0.62243341669904884,0.62243341669904884,6,2025,65df8dcc-56ef-4852-8582-81f810e0b331,1
89,551597,548243,0.67628610108303244,0.0540042415057682,0.62228185957726423,0.62228185957726423,6,2025,bd7c9392-96a3-470e-8cfd-e912f3a5cb57,1
90,546907,548223,0.84043154107954277,0.220689371817679,0.61974216926186376,0.61974216926186376,6,2025,c3f9dec8-fe07-4886-a65c-f0af7805897a,0
91,132947,133797,0.15886433714080539,0.77749349972132265,-0.61862916258051726,0.61862916258051726,6,2023,081f4318-a736-48d5-b375-ff6435f120df,1
92,532176,540053,0.80055516549194405,0.1832115628971949,0.61734360259474919,0.61734360259474919,6,2024,d5e74620-15af-4c21-83db-6ebfa13db777,0
93,545331,543383,0.79912486137916672,0.1832115628971949,0.61591329848197185,0.61591329848197185,6,2025,11cdf108-69fb-4e53-aa4d-15df91adb15c,0
94,136427,136707,0.74999999999999989,0.1349411727098063,0.61505882729019357,0.61505882729019357,6,2022,9ff54b02-6fa4-4ef7-b19b-006038275b65,0
95,546903,542797,0.17412501161569691,0.78707107921764674,-0.61294606760194981,0.61294606760194981,6,2025,6e270968-8a11-4bcb-8ee1-b88ddb76a744,1
96,541430,546549,0.80446891189623548,0.191791251545643,0.61267766035059246,0.61267766035059246,6,2025,924dddaf-0734-4140-9a66-9bdeb5a708d7,0
97,543283,544136,0.76121341381320951,0.14888969948492919,0.61232371432828026,0.61232371432828026,6,2025,83387ab2-693e-441e-ba9c-06f5a2fd958e,0
98,542734,550056,0.2638258351518023,0.87499379230443075,-0.6111679571526285,0.6111679571526285,6,2025,6f5952cd-e51f-425e-81e9-8ee6ba7ee112,1
99,546328,542734,0.8749806468323339,0.2638258351518023,0.61115481168053165,0.61115481168053165,6,2025,6f5952cd-e51f-425e-81e9-8ee6ba7ee112,0
100,550506,547305,0.80872687437750157,0.197718264688589,0.61100860968891257,0.61100860968891257,6,2025,a68d1900-0862-44cf-a903-0b7f25fcbfb2,0
101,548453,550398,0.71784202424475674,0.10760545095769269,0.61023657328706404,0.61023657328706404,6,2025,26ed76d2-f48f-4ace-84bb-39564b70294e,1
102,547091,544320,0.19851955868652571,0.80872687437750157,-0.61020731569097586,0.61020731569097586,6,2025,6fd63c2c-ef4e-4702-8fa1-6dbdb0dd5e80,1
103,536418,538558,0.099280547248517398,0.70833333333333348,-0.60905278608481606,0.60905278608481606,6,2024,289d7a79-121d-4b21-b267-52dcb2062197,1
104,538297,537707,0.80872687437750157,0.2004061568962443,0.60832071748125727,0.60832071748125727,6,2024,e5f554b3-fce8-4355-aa99-01dc27008cc9,0
105,550775,544351,0.71473445595854956,0.1065862742491894,0.60814818170936014,0.60814818170936014,6,2025,ae1b490a-6011-4978-a008-0052c0402d4c,1
106,550650,551243,0.82053108758242232,0.2131547699080848,0.60737631767433753,0.60737631767433753,6,2025,ac11a68a-3c9c-43c7-a8c3-e61f5788dc21,0
107,133590,132483,0.1924705449194217,0.79962624581653707,-0.60715570089711535,0.60715570089711535,6,2023,af66013a-04c7-49ee-ac94-9275b6bcfdae,0
108,538327,539090,0.87499952653109514,0.26785160500261829,0.60714792152847685,0.60714792152847685,6,2024,1a02c298-1bbc-4803-a0ab-4683bf119035,0
109,543201,546610,0.72322243467426695,0.11642351242907741,0.6067989222451895,0.6067989222451895,6,2025,f3b06b01-0a34-4f72-b469-1ea8c277970d,0
110,548243,543787,0.0540042415057682,0.66026554404145088,-0.60626130253568267,0.60626130253568267,6,2025,bd7c9392-96a3-470e-8cfd-e912f3a5cb57,1
111,537790,539308,0.65813656280428423,0.0540042415057682,0.60413232129851602,0.60413232129851602,6,2024,d2993051-9474-40e7-a030-9b719efaac77,1
112,548337,550682,0.13610526088266189,0.7396117171897918,-0.60350645630712996,0.60350645630712996,6,2025,e4476189-34d4-412c-89c4-12825ff58776,1
113,133935,133593,0.27163386660409539,0.87499683651268634,-0.60336296990859095,0.60336296990859095,6,2023,70f5d191-7ff5-43ed-8053-12c8c6c6553c,1
114,541885,546703,0.0217458158950363,0.625,-0.60325418410496368,0.60325418410496368,6,2025,a57b335a-77d2-4e93-8d8d-9dbafa96c6a6,1
115,541710,551995,0.17258836528928459,0.77574022065743753,-0.60315185536815297,0.60315185536815297,6,2025,79ddc8d0-14a9-4cd6-8c03-bb98c3779cac,1
116,136347,135603,0.2178875346121793,0.82053108758242232,-0.60264355297024297,0.60264355297024297,6,2022,0d519986-1a23-44d4-8c2d-0775d1353a22,0
117,541872,542352,0.17946891241757759,0.78058300813900616,-0.6011140957214286,0.6011140957214286,6,2025,5e640c41-0246-4694-878f-9fa98fc36c84,0
118,550877,548218,0.099298054820216405,0.70037375415282388,-0.60107569933260752,0.60107569933260752,6,2025,920c2510-b682-4291-bd20-b937415c07e7,1
119,548355,550702,0.18750000000000561,0.78852488023669687,-0.60102488023669132,0.60102488023669132,6,2025,b753bc6f-18cb-42d4-8886-3224cdeebbcb,0
120,541885,546611,0.0217458158950363,0.62121259617694302,-0.5994667802819067,0.5994667802819067,5,2025,a57b335a-77d2-4e93-8d8d-9dbafa96c6a6,1
121,547568,548022,0.13178240472209229,0.73117636229749627,-0.59939395757540392,0.59939395757540392,5,2025,f89536e6-52a4-40eb-92b2-20e95fcb5626,1
122,545922,542725,0.79758836524297105,0.198819376828374,0.59876898841459703,0.59876898841459703,5,2025,e2841036-bb35-40bf-9488-36086fbcf168,1
123,546259,541692,0.75754625121713726,0.15886433714080539,0.59868191407633187,0.59868191407633187,5,2025,f40ae524-2644-4d2b-a661-4bdc107ab71c,1
124,541596,544351,0.70403037421745573,0.1065862742491894,0.59744409996826631,0.59744409996826631,5,2025,ae1b490a-6011-4978-a008-0052c0402d4c,1
125,548243,543959,0.0540042415057682,0.6512358754233426,-0.59723163391757439,0.59723163391757439,5,2025,bd7c9392-96a3-470e-8cfd-e912f3a5cb57,0
126,548173,549319,0.17258836528928459,0.7695681511470952,-0.59697978585781064,0.59697978585781064,5,2025,e5cb089e-5883-40d8-bd14-ceff0fcc2d60,0
127,532557,534640,0.14945020686185781,0.74642205226058633,-0.5969718453987285,0.5969718453987285,5,2024,a588bc37-9b00-4d96-9e84-79aaeba74f97,0
128,534699,534056,0.80872687437750157,0.2131547699080848,0.59557210446941677,0.59557210446941677,5,2024,31fb4410-7de4-40f4-bc6f-5b38b38dd5f1,0
129,548449,541972,0.82053108758242232,0.22500000000000001,0.59553108758242235,0.59553108758242235,5,2025,c55095f1-e720-4ceb-921e-dd820d3db8ee,0
130,132604,132936,0.68926510089420212,0.093980391379635403,0.59528470951456669,0.59528470951456669,5,2023,83387ab2-693e-441e-ba9c-06f5a2fd958e,0
131,539528,535586,0.7619488960969707,0.1666666672993275,0.59528222879764314,0.59528222879764314,5,2024,5fe1a8c0-17a6-4889-8ac7-94194b6e3ad7,0
132,548840,548956,0.23283499446293121,0.82811480886989952,-0.59527981440696831,0.59527981440696831,5,2025,49a05c32-f0dd-485d-a595-b2642ce8444f,1
133,545559,548104,0.79166666661649598,0.19670873124149241,0.59495793537500363,0.59495793537500363,5,2025,ed8244d5-c5c1-4c2a-a7ca-336301c60138,1
134,550985,542154,0.23011782032400591,0.82497604638033883,-0.59485822605633287,0.59485822605633287,5,2025,825373d5-2be0-4158-8b11-c6a50cbddc50,0
135,133282,131469,0.71856210045367375,0.123855966066379,0.5947061343872948,0.5947061343872948,5,2023,06a0e7c9-1386-4bf3-92cc-9797beba7be9,0
136,532470,532399,0.12500003533932849,0.71964448693485339,-0.59464445159552493,0.59464445159552493,5,2021,8927d5e3-6396-4c01-822a-44b13fb5ecf7,0
137,539849,536305,0.18750000000915121,0.78155478473576712,-0.59405478472661588,0.59405478472661588,5,2024,d9b9edab-0536-49db-b71e-e0eaa6f2d3e1,0
138,531765,540660,0.77747416470242947,0.18372687445965721,0.59374729024277229,0.59374729024277229,5,2024,f00a8f19-7a6c-4532-b1bf-f4f0e0feac7f,1
139,544215,541176,0.1666667204118103,0.76038828281019899,-0.59372156239838869,0.59372156239838869,5,2025,1559d502-1784-453a-ae6d-cb5814778819,0
140,548243,546813,0.0540042415057682,0.64735492653258941,-0.5933506850268212,0.5933506850268212,5,2025,bd7c9392-96a3-470e-8cfd-e912f3a5cb57,0
141,544904,543381,0.18246110325492951,0.77577965582091046,-0.59331855256598098,0.59331855256598098,5,2025,38fa14db-22ea-476e-ad4b-f1435e59aa15,0
142,540064,537009,0.24999999999999989,0.8424784904196575,-0.59247849041965761,0.59247849041965761,5,2024,6162e3e0-b37a-402c-876f-21dcd58651a5,1
143,535253,530832,0.8424784904196575,0.25,0.5924784904196575,0.5924784904196575,5,2024,174ee501-f3a9-46ab-a217-2aedb3d4350b,1
144,541820,541956,0.21519243421757361,0.80646607753773181,-0.59127364332015819,0.59127364332015819,5,2025,a1edc1d4-8205-4077-93b0-cbadd95a9ed0,1
145,544869,542539,0.79166666661649598,0.2004061568962443,0.59126050972025168,0.59126050972025168,5,2025,9fcdb5e0-ca0e-44ae-b9a0-70583f46aa5d,1
146,133800,131394,0.75,0.15886433714080539,0.59113566285919461,0.59113566285919461,5,2023,c1b9197e-c47d-44bf-8951-13b289ed722a,1
147,133157,131686,0.84112097760316473,0.25,0.59112097760316473,0.59112097760316473,5,2023,a7c90a80-10ff-488e-845d-dae88b18cb48,0
148,538024,535776,0.87499647065347241,0.28456844575150197,0.59042802490197044,0.59042802490197044,5,2024,8d09a41c-c6b2-415d-8e4b-60ac81ed643d,0
149,135317,137194,0.82053108758242232,0.2315825375170531,0.58894855006536928,0.58894855006536928,5,2022,64ebf47b-7f47-41f0-8adf-04160989c756,0
150,550384,545951,0.22901826936937081,0.81747054491428128,-0.58845227554491042,0.58845227554491042,5,2025,0a66e4ac-3a0a-41ae-859c-f155ceda0b89,0
151,548251,550490,0.81249999999084888,0.2241750358681735,0.58832496412267532,0.58832496412267532,5,2025,f0a957c3-469f-4d91-a1dd-7b520eeafb16,0
152,548243,551468,0.0540042415057682,0.64162547742080434,-0.58762123591503612,0.58762123591503612,5,2025,bd7c9392-96a3-470e-8cfd-e912f3a5cb57,1
153,548943,541669,0.25,0.83678091704807789,-0.58678091704807789,0.58678091704807789,5,2025,d7232fd6-d68b-4fcd-a139-90e5efaf2227,0
154,542355,543283,0.17463259741486459,0.76121341381320951,-0.58658081639834492,0.58658081639834492,5,2025,83387ab2-693e-441e-ba9c-06f5a2fd958e,0
155,550004,543899,0.7715453935278952,0.18499566651657759,0.58654972701131758,0.58654972701131758,5,2025,ef9439f3-8d62-4581-8726-e5158a1288e4,0
156,136256,136956,0.11745878929569489,0.70365376353786602,-0.58619497424217115,0.58619497424217115,5,2022,08561405-f784-4714-a288-9e8712280ea5,1
157,550167,541745,0.10760545095769269,0.69353392041748219,-0.58592846945978949,0.58592846945978949,5,2025,dd80e6d0-7e7d-4cb0-89dd-f9270c72c68e,1
158,539601,538180,0.74997902461250809,0.164084619781488,0.58589440483102007,0.58589440483102007,5,2024,a3b2216c-ac87-4f68-a3f2-a65f8a5bbc4c,1
159,543401,545282,0.70087513533020562,0.1150609780490606,0.58581415728114505,0.58581415728114505,5,2025,0c8e13d2-04b4-4e46-b519-cd0ea6f19bef,1
160,543652,544926,0.83551908916565387,0.25,0.58551908916565387,0.58551908916565387,5,2025,45da545e-a32b-4a5e-8b57-f61c9704cb5b,1
161,550702,550518,0.78852488023669687,0.20337973417308411,0.58514514606361279,0.58514514606361279,5,2025,b753bc6f-18cb-42d4-8886-3224cdeebbcb,1
162,538335,539148,0.11642351242907741,0.70139266320223637,-0.58496915077315892,0.58496915077315892,5,2024,dbf082e3-d5a9-4bbd-a449-1e9c8194b8e2,0
163,544222,544892,0.66829663212435231,0.083929836602553098,0.58436679552179926,0.58436679552179926,5,2025,03c4681e-2e75-4db2-a147-1dbfc73f7815,0
164,544667,552026,0.75246086485861619,0.1683072435587841,0.58415362129983206,0.58415362129983206,5,2025,e4396b6c-ac61-4d5a-bbfa-7a6802ffe22e,1
165,131924,131398,0.24085567509887751,0.82497604638033883,-0.58412037128146133,0.58412037128146133,5,2023,86fc1871-3178-4dd7-904f-1fa445188a42,1
166,547833,548284,0.12500003533932849,0.70833333333333348,-0.58333329799400502,0.58333329799400502,5,2025,cd5e27a5-24da-4bbb-b9f7-b24d5e692c20,1
167,538738,536349,0.29168318794607462,0.87499379230443053,-0.58331060435835591,0.58331060435835591,5,2024,289d7a79-121d-4b21-b267-52dcb2062197,1
168,134626,137063,0.75754625121713726,0.17463259741486459,0.58291365380227267,0.58291365380227267,5,2022,25f4e726-b24a-437b-85f3-9cd76e161489,1
169,136334,136809,0.66666666666666663,0.083929836602553098,0.58273683006411359,0.58273683006411359,5,2022,385c2a79-a81f-415c-9e18-345d6b7b9ef4,0
170,133164,132331,0.23490749756572579,0.81747054491428128,-0.58256304734855546,0.58256304734855546,5,2023,7cc4bf43-9d43-40de-ad0d-5c4714d501b8,1
171,531334,534976,0.2932549372141986,0.87499819689831504,-0.58174325968411644,0.58174325968411644,5,2024,940aa8f3-b35c-4319-b949-351ab74b0691,0
172,552425,547141,0.78325094499034831,0.20151665839876229,0.58173428659158599,0.58173428659158599,5,2025,ac030846-56c9-4bbc-88e1-12530a0f1f36,0
173,530899,531334,0.87497834067432778,0.2932549372141986,0.58172340346012918,0.58172340346012918,5,2024,940aa8f3-b35c-4319-b949-351ab74b0691,1
174,549003,543201,0.14252014668393229,0.72322243467426695,-0.58070228799033463,0.58070228799033463,5,2025,f3b06b01-0a34-4f72-b469-1ea8c277970d,1
175,537431,536954,0.76785714285714302,0.18750000000915121,0.58035714284799178,0.58035714284799178,5,2024,cebcd4be-7cca-4568-8c9e-59129798edc5,1
176,540952,551787,0.1924705449194217,0.77267668458064342,-0.5802061396612217,0.5802061396612217,5,2025,7fd9abf4-898c-4046-a2f2-563f2bfde34f,1
